video_duration_sec,verified_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
17,0,371567.0,218206.0,28782.0,2840.0,445.0
36,0,873154.0,198340.0,77892.0,317.0,146.0
39,0,20361.0,8291.0,571.0,41.0,8.0
43,0,721369.0,306364.0,12078.0,6886.0,2394.0
35,0,938160.0,17583.0,2893.0,97.0,25.0
41,0,341085.0,109026.0,41198.0,963.0,47.0
42,0,323739.0,20952.0,361.0,60.0,38.0
49,0,806044.0,28697.0,8348.0,175.0,70.0
6,0,740049.0,486056.0,128900.0,5396.0,2597.0
12,0,533981.0,274670.0,108633.0,599.0,370.0
9,0,594265.0,360707.0,10466.0,8986.0,4091.0
42,0,74381.0,460.0,50.0,2.0,0.0
42,1,311106.0,78335.0,16132.0,964.0,488.0
24,0,555045.0,306961.0,61844.0,6539.0,1629.0
32,0,287590.0,115157.0,14433.0,873.0,465.0
12,0,438513.0,227465.0,35638.0,1211.0,450.0
20,0,564768.0,145548.0,35358.0,267.0,39.0
55,0,832126.0,428861.0,37983.0,2284.0,1434.0
32,0,757388.0,403688.0,52532.0,3020.0,1023.0
31,0,588459.0,131351.0,614.0,1162.0,500.0
33,0,537553.0,65324.0,8078.0,1559.0,853.0
50,0,494673.0,267093.0,33728.0,5262.0,1187.0
28,0,292235.0,115658.0,45290.0,501.0,4.0
18,0,968847.0,142760.0,53065.0,658.0,105.0
24,1,71776.0,46486.0,5949.0,1080.0,619.0
14,0,904211.0,595418.0,3874.0,3149.0,1793.0
6,0,668805.0,340699.0,76557.0,115.0,51.0
60,0,469336.0,14523.0,694.0,122.0,5.0
36,0,400231.0,227026.0,29640.0,2218.0,1150.0
58,0,344451.0,18152.0,1546.0,260.0,146.0
42,0,579210.0,39567.0,6782.0,83.0,7.0
19,0,685335.0,149233.0,4266.0,3371.0,608.0
49,0,759390.0,148174.0,56413.0,3492.0,754.0
46,0,81189.0,10801.0,1847.0,93.0,53.0
44,0,862759.0,270389.0,84856.0,2195.0,300.0
58,0,456164.0,288053.0,60927.0,6836.0,3256.0
41,0,471513.0,195859.0,71581.0,2775.0,1005.0
54,0,689005.0,254626.0,9231.0,2309.0,1487.0
17,0,796453.0,70047.0,12501.0,1581.0,235.0
48,0,74752.0,39425.0,4491.0,545.0,60.0
40,0,433056.0,85389.0,13301.0,1766.0,1.0
29,0,560470.0,245120.0,27301.0,1260.0,78.0
57,0,597176.0,66090.0,15416.0,1528.0,857.0
43,0,227163.0,146957.0,6184.0,358.0,200.0
52,0,581796.0,43986.0,1370.0,519.0,44.0
29,0,979136.0,304109.0,113466.0,1087.0,430.0
40,0,903746.0,257704.0,53286.0,1021.0,356.0
33,0,236896.0,104548.0,17658.0,761.0,498.0
38,0,698268.0,373771.0,50857.0,5518.0,1921.0
21,0,23961.0,2738.0,132.0,63.0,38.0
60,0,243860.0,102383.0,25376.0,1771.0,1013.0
40,0,630801.0,321264.0,22666.0,7681.0,3987.0
10,0,858333.0,293410.0,12429.0,1154.0,302.0
40,0,800057.0,390753.0,10579.0,7797.0,3886.0
55,0,385328.0,151224.0,14569.0,38.0,15.0
58,0,406761.0,124670.0,3531.0,2298.0,735.0
56,0,957043.0,553223.0,207490.0,5737.0,3772.0
12,0,226762.0,136867.0,30339.0,2444.0,238.0
38,0,60051.0,23391.0,3502.0,509.0,141.0
26,0,616915.0,126409.0,27643.0,2256.0,780.0
42,0,984417.0,122019.0,37172.0,96.0,8.0
26,0,620907.0,74451.0,21876.0,1444.0,905.0
8,0,721765.0,38318.0,7186.0,684.0,19.0
47,0,67151.0,29272.0,11562.0,264.0,59.0
29,0,156223.0,37464.0,4388.0,373.0,99.0
49,0,887977.0,569529.0,142556.0,2466.0,180.0
31,0,917802.0,463724.0,71939.0,692.0,317.0
55,0,968951.0,11256.0,77.0,115.0,58.0
37,0,570553.0,248446.0,10909.0,4552.0,1719.0
14,0,952425.0,233792.0,27455.0,1520.0,965.0
60,0,338885.0,213692.0,2050.0,2750.0,1512.0
28,0,395274.0,151590.0,16396.0,3708.0,394.0
52,0,812610.0,219785.0,58578.0,4921.0,489.0
53,0,412894.0,56032.0,5520.0,858.0,337.0
22,0,829374.0,8519.0,1670.0,116.0,32.0
6,0,215234.0,7198.0,1960.0,128.0,77.0
54,0,782000.0,101200.0,10864.0,2370.0,1307.0
35,0,88375.0,3116.0,824.0,77.0,39.0
24,0,472365.0,88103.0,4277.0,288.0,5.0
17,0,36606.0,2363.0,150.0,49.0,12.0
38,0,99695.0,35119.0,2641.0,393.0,149.0
51,0,250493.0,154067.0,52380.0,1669.0,1089.0
29,0,337595.0,53037.0,15943.0,1058.0,548.0
38,0,314942.0,158704.0,32498.0,2725.0,1068.0
25,0,623816.0,233863.0,59817.0,4177.0,2544.0
41,0,846078.0,306575.0,98473.0,1025.0,418.0
8,0,676295.0,333910.0,113494.0,2232.0,1462.0
8,0,429074.0,190169.0,45893.0,4223.0,440.0
38,0,982504.0,404980.0,48526.0,5407.0,3118.0
14,1,949031.0,170219.0,50593.0,1775.0,304.0
26,0,119888.0,68819.0,4088.0,293.0,116.0
54,0,4189.0,1381.0,12.0,33.0,16.0
13,0,515307.0,188562.0,31652.0,1425.0,211.0
13,0,8159.0,2630.0,385.0,54.0,11.0
27,0,915777.0,413900.0,54338.0,8547.0,1716.0
38,0,186344.0,63623.0,289.0,767.0,16.0
54,0,712799.0,42031.0,5812.0,672.0,444.0
38,0,200169.0,76698.0,26154.0,486.0,189.0
58,0,378416.0,74475.0,5290.0,189.0,49.0
7,0,890407.0,158693.0,63149.0,3000.0,189.0
15,0,61503.0,15704.0,2772.0,158.0,77.0
57,0,351373.0,191734.0,60112.0,1382.0,331.0
43,0,460411.0,202554.0,32525.0,3754.0,1912.0
5,0,256763.0,23388.0,7440.0,151.0,86.0
45,0,160676.0,88922.0,35212.0,837.0,140.0
28,0,414884.0,268541.0,89203.0,5464.0,2245.0
36,0,849529.0,325311.0,118334.0,3067.0,1545.0
41,0,683924.0,399005.0,92826.0,7231.0,4394.0
33,0,156052.0,21685.0,5587.0,199.0,34.0
18,0,483092.0,313811.0,54057.0,5822.0,2473.0
20,0,29206.0,8890.0,3508.0,137.0,38.0
18,0,865245.0,216567.0,54951.0,587.0,73.0
57,0,785296.0,435436.0,66346.0,6964.0,3135.0
60,0,657139.0,413101.0,119352.0,9756.0,5777.0
56,0,515493.0,339635.0,29804.0,2127.0,1411.0
51,0,153415.0,56707.0,5942.0,867.0,71.0
5,0,818674.0,67326.0,19660.0,1507.0,568.0
18,0,872837.0,298242.0,79676.0,2441.0,523.0
18,0,900282.0,468048.0,81299.0,6943.0,1262.0
32,0,466146.0,204526.0,47898.0,3449.0,879.0
28,0,253274.0,96990.0,9476.0,122.0,41.0
32,0,958041.0,458106.0,120044.0,9114.0,4860.0
20,0,347166.0,133357.0,9812.0,1565.0,112.0
22,0,691647.0,140558.0,25420.0,327.0,35.0
54,0,406050.0,141438.0,45206.0,302.0,18.0
36,0,779941.0,407562.0,138990.0,8966.0,3733.0
58,0,942397.0,207163.0,43103.0,555.0,163.0
29,0,191912.0,34584.0,6090.0,358.0,204.0
60,0,959985.0,363363.0,47511.0,1432.0,263.0
39,0,329974.0,137297.0,13906.0,3283.0,191.0
60,0,668093.0,300363.0,105743.0,3848.0,1278.0
27,0,596677.0,143187.0,44280.0,1338.0,351.0
6,0,86796.0,42216.0,341.0,1028.0,410.0
41,0,988202.0,230316.0,59705.0,1901.0,701.0
28,0,762152.0,482255.0,178436.0,5950.0,2216.0
21,0,549064.0,259813.0,101049.0,2808.0,587.0
26,0,4801.0,2044.0,710.0,8.0,2.0
52,0,19929.0,11052.0,3264.0,253.0,140.0
56,0,964208.0,604304.0,18670.0,8879.0,90.0
7,0,421431.0,143749.0,14421.0,1335.0,605.0
12,0,737902.0,77899.0,19812.0,1787.0,163.0
21,0,535142.0,67660.0,5841.0,1544.0,504.0
8,0,443435.0,276813.0,35610.0,4024.0,2399.0
44,0,339786.0,105889.0,41078.0,1436.0,4.0
41,0,350011.0,195084.0,2132.0,295.0,18.0
32,0,814021.0,52088.0,19188.0,813.0,186.0
58,0,223104.0,78607.0,17568.0,372.0,45.0
60,0,22324.0,3618.0,1399.0,52.0,21.0
19,0,648766.0,212189.0,72251.0,2275.0,1456.0
5,0,848209.0,546659.0,26377.0,7899.0,2794.0
38,0,572432.0,311982.0,53547.0,5650.0,1877.0
22,0,45180.0,24539.0,1938.0,153.0,20.0
24,0,225950.0,10146.0,1758.0,178.0,42.0
33,0,437914.0,122298.0,26439.0,479.0,164.0
51,0,132554.0,30729.0,767.0,206.0,101.0
5,0,157346.0,92160.0,34294.0,2043.0,436.0
56,0,670729.0,272412.0,44715.0,2271.0,557.0
26,0,980045.0,566433.0,7279.0,3402.0,1818.0
43,0,512276.0,43900.0,11391.0,1026.0,148.0
13,0,167971.0,48122.0,13132.0,755.0,233.0
31,0,12588.0,6927.0,827.0,141.0,90.0
56,0,344639.0,175437.0,46343.0,3412.0,1031.0
54,0,730742.0,276916.0,8583.0,2157.0,1218.0
41,0,754768.0,103955.0,7858.0,256.0,40.0
25,1,722724.0,132435.0,48082.0,1188.0,497.0
15,0,851668.0,446140.0,98769.0,8615.0,1100.0
54,0,128162.0,720.0,42.0,1.0,0.0
35,0,267208.0,168198.0,65135.0,1199.0,386.0
7,0,143597.0,59704.0,18079.0,302.0,170.0
23,0,462041.0,66675.0,2040.0,1501.0,503.0
27,0,328409.0,178027.0,70270.0,3970.0,1602.0
8,0,211412.0,39960.0,7206.0,717.0,341.0
12,0,784444.0,410187.0,22614.0,5343.0,1398.0
53,0,691167.0,405014.0,123142.0,8884.0,1338.0
8,0,424503.0,185037.0,35539.0,506.0,112.0
50,0,671252.0,332508.0,31098.0,7410.0,2218.0
27,0,791649.0,172.0,25.0,3.0,1.0
51,0,681817.0,110952.0,41897.0,1989.0,1264.0
51,0,783845.0,366559.0,42807.0,4335.0,1944.0
38,0,329122.0,82213.0,24141.0,705.0,323.0
23,0,777161.0,51298.0,688.0,1178.0,253.0
60,0,90284.0,45043.0,5051.0,269.0,5.0
7,0,803445.0,501505.0,36398.0,4468.0,1749.0
20,0,114097.0,45546.0,7610.0,1084.0,204.0
56,0,357471.0,48968.0,17839.0,939.0,103.0
17,0,149907.0,93704.0,3076.0,1245.0,43.0
53,0,480449.0,216804.0,78959.0,2900.0,352.0
27,0,768877.0,123076.0,40179.0,2621.0,1581.0
19,0,975072.0,117926.0,46793.0,2360.0,1257.0
38,0,350963.0,182802.0,73094.0,2714.0,1046.0
32,0,893821.0,436444.0,144425.0,6091.0,3301.0
16,0,771814.0,500551.0,149293.0,10067.0,1458.0
53,0,24902.0,15513.0,252.0,287.0,88.0
29,0,652678.0,169703.0,44865.0,195.0,17.0
21,0,563284.0,109189.0,34182.0,857.0,155.0
30,0,118707.0,17545.0,3513.0,439.0,9.0
12,0,843825.0,297412.0,76334.0,170.0,105.0
33,0,57746.0,15947.0,4598.0,247.0,120.0
5,0,164368.0,84198.0,18289.0,1169.0,156.0
44,0,457661.0,19941.0,2431.0,19.0,7.0
20,0,914982.0,439505.0,42367.0,9031.0,3571.0
41,0,663173.0,265473.0,24484.0,903.0,559.0
11,0,290845.0,71669.0,7923.0,1267.0,715.0
13,0,941321.0,526620.0,204814.0,3560.0,2311.0
14,0,446605.0,41891.0,5849.0,260.0,47.0
8,0,35604.0,8050.0,1166.0,158.0,72.0
10,0,772775.0,14791.0,18.0,83.0,5.0
47,0,935157.0,590076.0,131903.0,11605.0,2429.0
9,0,601814.0,341350.0,32582.0,4155.0,2635.0
20,0,827371.0,303607.0,36015.0,6633.0,2070.0
13,0,564975.0,279172.0,14388.0,1019.0,310.0
6,0,433132.0,245876.0,74644.0,301.0,17.0
18,0,815908.0,223766.0,1540.0,2876.0,1786.0
53,0,136569.0,84022.0,17662.0,1172.0,681.0
29,0,370897.0,7698.0,947.0,51.0,16.0
45,0,619156.0,144421.0,54866.0,2239.0,1354.0
12,0,997730.0,610359.0,222848.0,13859.0,531.0
6,0,961211.0,221698.0,79874.0,4566.0,56.0
24,0,985639.0,292551.0,106792.0,3565.0,864.0
50,0,524080.0,346288.0,9736.0,3943.0,367.0
55,0,937908.0,426138.0,166372.0,259.0,169.0
37,0,518268.0,123809.0,25582.0,1844.0,629.0
44,0,797199.0,274949.0,38237.0,3685.0,696.0
27,0,124716.0,79954.0,31292.0,1930.0,1217.0
43,0,904008.0,222751.0,15385.0,2538.0,454.0
35,0,846851.0,322221.0,117735.0,7080.0,144.0
29,0,2997.0,1208.0,128.0,7.0,1.0
59,0,568438.0,313696.0,66875.0,3285.0,454.0
24,0,235035.0,69141.0,436.0,483.0,117.0
41,0,347210.0,73650.0,4368.0,1586.0,181.0
44,0,895259.0,215499.0,44940.0,4120.0,773.0
8,0,422314.0,80506.0,13242.0,581.0,137.0
35,0,719166.0,323750.0,61118.0,434.0,0.0
33,0,383389.0,62460.0,24862.0,247.0,15.0
40,0,995980.0,254538.0,37364.0,3538.0,2104.0
46,0,961498.0,300699.0,71152.0,6204.0,3550.0
54,0,697165.0,195471.0,67535.0,4454.0,2146.0
39,0,96445.0,8294.0,3024.0,156.0,19.0
42,0,887904.0,440380.0,160732.0,10327.0,606.0
13,0,580679.0,162543.0,32862.0,1958.0,1260.0
44,0,93578.0,60043.0,21277.0,589.0,221.0
59,0,891042.0,18174.0,3145.0,333.0,55.0
36,0,383316.0,180203.0,30030.0,696.0,186.0
49,0,312830.0,11474.0,435.0,235.0,48.0
44,0,64548.0,2412.0,633.0,50.0,27.0
36,0,869935.0,427361.0,58576.0,7121.0,3647.0
6,0,32302.0,19385.0,2315.0,334.0,119.0
45,0,330318.0,70267.0,11209.0,285.0,29.0
37,0,537937.0,88591.0,32858.0,511.0,299.0
37,0,626491.0,246310.0,30509.0,1257.0,214.0
28,0,56709.0,25017.0,734.0,386.0,247.0
29,0,25505.0,4299.0,1439.0,64.0,17.0
12,0,682368.0,32881.0,2685.0,457.0,110.0
30,0,429752.0,281657.0,75751.0,4684.0,505.0
52,0,500086.0,326843.0,78310.0,3418.0,577.0
49,0,942496.0,242944.0,5564.0,5154.0,3315.0
55,0,267824.0,109625.0,23079.0,763.0,330.0
48,0,793892.0,116500.0,33356.0,1148.0,490.0
27,0,761614.0,397557.0,19705.0,9628.0,3831.0
54,0,410474.0,57544.0,1682.0,365.0,152.0
46,0,954573.0,105617.0,4532.0,2208.0,1221.0
52,0,836955.0,535504.0,18286.0,1079.0,59.0
59,1,706331.0,393612.0,98625.0,413.0,128.0
51,0,166231.0,51746.0,8811.0,272.0,104.0
55,0,784387.0,504202.0,171742.0,4995.0,2629.0
9,0,623775.0,76024.0,28995.0,1302.0,500.0
49,0,233810.0,93172.0,31683.0,1679.0,1000.0
54,0,687009.0,308382.0,34404.0,4343.0,1284.0
52,0,510348.0,10645.0,52.0,245.0,1.0
57,0,908755.0,281610.0,19738.0,1836.0,458.0
23,0,521967.0,269390.0,27654.0,3858.0,366.0
35,0,192599.0,74044.0,20030.0,1588.0,1045.0
26,0,984905.0,125023.0,44786.0,314.0,29.0
22,0,301810.0,71311.0,27045.0,1347.0,881.0
50,0,169724.0,17977.0,6041.0,140.0,69.0
57,0,484869.0,72999.0,19676.0,1284.0,626.0
26,1,496389.0,71021.0,16209.0,205.0,82.0
59,0,890317.0,490455.0,83358.0,10034.0,4697.0
10,0,94933.0,37059.0,5608.0,863.0,75.0
31,0,912374.0,580927.0,162352.0,5423.0,1265.0
51,0,800732.0,477921.0,609.0,7329.0,3810.0
7,0,809173.0,55134.0,7052.0,1041.0,262.0
49,0,384202.0,117772.0,10859.0,2862.0,385.0
42,0,713627.0,408346.0,45243.0,3300.0,206.0
9,0,637848.0,228300.0,81562.0,2537.0,823.0
43,0,36312.0,14878.0,4735.0,13.0,5.0
38,0,229172.0,60056.0,5683.0,1024.0,595.0
54,0,932817.0,164959.0,14968.0,2232.0,518.0
40,0,645906.0,6529.0,2003.0,155.0,52.0
49,0,974993.0,342141.0,112533.0,1418.0,336.0
56,0,717171.0,438664.0,108327.0,3318.0,1982.0
22,0,915300.0,196753.0,40589.0,2434.0,428.0
36,0,954588.0,45828.0,10184.0,672.0,373.0
60,0,15066.0,131.0,40.0,1.0,1.0
12,0,532273.0,44495.0,610.0,676.0,355.0
20,0,98146.0,1881.0,186.0,46.0,14.0
10,0,192402.0,123480.0,47722.0,2328.0,399.0
54,0,283113.0,87533.0,3769.0,1941.0,934.0
36,0,531401.0,123288.0,6181.0,447.0,126.0
15,0,456230.0,297647.0,78171.0,2985.0,1933.0
44,0,285146.0,174793.0,31614.0,1737.0,668.0
20,0,324921.0,187586.0,25048.0,4073.0,797.0
18,0,783333.0,346625.0,125195.0,2682.0,954.0
20,0,504982.0,210534.0,48882.0,3569.0,176.0
46,0,237828.0,24011.0,4552.0,566.0,196.0
40,0,241135.0,144313.0,1310.0,1102.0,494.0
6,0,878314.0,64636.0,9622.0,836.0,443.0
48,0,174855.0,10906.0,2519.0,227.0,138.0
27,0,4524.0,783.0,16.0,13.0,8.0
12,0,134158.0,60302.0,499.0,1326.0,721.0
59,0,233381.0,150008.0,36487.0,937.0,372.0
53,0,256809.0,75381.0,23774.0,2.0,1.0
9,0,692047.0,7496.0,931.0,53.0,3.0
36,0,366494.0,163303.0,58416.0,1501.0,557.0
22,0,672527.0,154444.0,19609.0,2629.0,1613.0
40,0,352812.0,186984.0,48688.0,3833.0,1870.0
33,0,592710.0,169599.0,57744.0,4088.0,1363.0
59,0,226584.0,8514.0,2095.0,13.0,7.0
10,0,789418.0,370990.0,89187.0,8503.0,37.0
10,0,425251.0,280798.0,88645.0,2514.0,753.0
10,0,945995.0,562490.0,59929.0,7211.0,2718.0
51,0,79029.0,33105.0,6768.0,771.0,44.0
13,0,443601.0,141552.0,13228.0,2246.0,790.0
19,0,117524.0,10984.0,3335.0,3.0,0.0
45,0,938557.0,4474.0,162.0,73.0,14.0
19,0,982646.0,292850.0,39010.0,1542.0,133.0
32,0,302909.0,52716.0,5930.0,46.0,4.0
57,0,980704.0,73470.0,24566.0,933.0,200.0
46,0,144719.0,35124.0,10841.0,559.0,277.0
54,0,57290.0,24361.0,7389.0,555.0,16.0
24,0,510171.0,147327.0,16977.0,2167.0,206.0
60,0,637192.0,2564.0,725.0,38.0,15.0
39,0,523405.0,51067.0,173.0,659.0,88.0
21,0,567675.0,19066.0,5852.0,54.0,24.0
10,0,395300.0,14607.0,3402.0,1.0,1.0
33,0,665609.0,241010.0,72085.0,554.0,67.0
26,0,131374.0,83673.0,31402.0,998.0,265.0
10,0,861553.0,25288.0,1137.0,622.0,353.0
18,0,651424.0,84651.0,16032.0,455.0,296.0
57,0,732871.0,369699.0,82304.0,7600.0,659.0
8,0,882595.0,377805.0,31962.0,4850.0,1449.0
26,0,745614.0,158523.0,33757.0,266.0,96.0
11,0,555876.0,218086.0,21316.0,5293.0,1122.0
27,0,49428.0,15719.0,3391.0,25.0,13.0
6,0,92715.0,16073.0,6105.0,261.0,54.0
57,0,872288.0,313579.0,56903.0,6944.0,2595.0
50,0,608617.0,279679.0,97989.0,5132.0,2864.0
58,0,755029.0,451430.0,117748.0,6966.0,1572.0
54,0,994740.0,314347.0,118609.0,4711.0,2781.0
22,0,14331.0,4558.0,1224.0,86.0,3.0
26,1,447050.0,207561.0,32128.0,1332.0,624.0
29,0,261085.0,161786.0,54554.0,3935.0,1762.0
51,0,158321.0,93986.0,8415.0,1126.0,562.0
5,0,837541.0,302767.0,109221.0,4192.0,287.0
57,0,999082.0,83324.0,17272.0,263.0,78.0
19,0,851776.0,94872.0,13270.0,1407.0,460.0
12,0,479420.0,259002.0,32180.0,4449.0,1814.0
10,0,961387.0,550480.0,35330.0,4172.0,2004.0
9,0,633889.0,354611.0,34796.0,8845.0,77.0
8,0,134457.0,88785.0,27281.0,696.0,55.0
56,0,486589.0,275310.0,3032.0,4183.0,964.0
45,0,594472.0,197152.0,50034.0,3198.0,1885.0
29,0,478922.0,76038.0,8129.0,55.0,26.0
46,0,984669.0,517447.0,150942.0,7219.0,1655.0
52,0,757654.0,360004.0,110176.0,1134.0,250.0
44,0,47845.0,2549.0,93.0,44.0,15.0
17,0,196465.0,61353.0,4490.0,365.0,240.0
36,0,746160.0,148947.0,5531.0,1457.0,888.0
52,0,602237.0,74872.0,13881.0,464.0,109.0
49,0,753040.0,369701.0,131944.0,1986.0,74.0
13,0,225347.0,16441.0,3572.0,48.0,32.0
31,0,307758.0,166696.0,53519.0,1872.0,230.0
49,0,573315.0,11331.0,1777.0,88.0,6.0
7,0,205493.0,42731.0,6237.0,1003.0,648.0
39,0,922348.0,478121.0,65905.0,10322.0,982.0
24,1,600718.0,129620.0,48283.0,1358.0,545.0
6,0,3837.0,171.0,1.0,2.0,1.0
39,0,401532.0,213091.0,53742.0,2676.0,70.0
15,0,86343.0,27835.0,9118.0,8.0,1.0
50,0,768312.0,403134.0,159516.0,728.0,20.0
36,0,505353.0,73141.0,23618.0,503.0,156.0
28,0,968576.0,116708.0,45603.0,1796.0,1076.0
14,0,54320.0,13855.0,3116.0,23.0,13.0
28,0,931876.0,169270.0,18453.0,3373.0,1098.0
9,0,310648.0,122412.0,1920.0,574.0,326.0
18,0,125461.0,28303.0,5918.0,158.0,15.0
11,0,965136.0,491101.0,29221.0,365.0,239.0
8,0,57364.0,7229.0,2541.0,40.0,5.0
24,0,381479.0,18958.0,5395.0,192.0,123.0
25,0,31893.0,1203.0,110.0,22.0,7.0
45,0,771129.0,378629.0,57190.0,2513.0,857.0
33,0,878612.0,426781.0,5963.0,8362.0,1420.0
52,0,476742.0,889.0,349.0,22.0,13.0
27,0,900019.0,39754.0,4350.0,751.0,167.0
43,0,284630.0,20083.0,1711.0,160.0,0.0
42,0,247011.0,55481.0,12213.0,31.0,8.0
52,0,726684.0,307358.0,49829.0,4599.0,2213.0
24,1,416871.0,210134.0,37282.0,4775.0,2751.0
59,0,897859.0,195633.0,23040.0,3151.0,1289.0
31,0,506146.0,111230.0,23567.0,42.0,5.0
37,0,826201.0,74413.0,2370.0,1493.0,116.0
15,0,655107.0,121931.0,21850.0,221.0,81.0
15,0,593793.0,117644.0,29114.0,484.0,108.0
30,0,759139.0,372904.0,144346.0,5107.0,1553.0
29,0,648737.0,300035.0,97614.0,3971.0,1489.0
13,0,693964.0,428420.0,4165.0,6779.0,2274.0
54,0,512246.0,327008.0,81615.0,6228.0,33.0
9,0,920978.0,49520.0,9503.0,719.0,125.0
30,0,943893.0,132988.0,46963.0,2105.0,448.0
55,0,551634.0,354717.0,38946.0,3590.0,141.0
46,0,678667.0,148979.0,26415.0,2083.0,171.0
18,0,503979.0,23561.0,2073.0,54.0,34.0
34,0,796551.0,385284.0,126306.0,8059.0,3494.0
25,0,904492.0,378489.0,140504.0,6169.0,2086.0
51,0,432006.0,191866.0,41190.0,4220.0,747.0
22,0,968759.0,84574.0,33402.0,1290.0,614.0
37,0,682077.0,165713.0,61940.0,1885.0,546.0
16,0,290596.0,110042.0,5636.0,2530.0,1245.0
18,0,728470.0,416132.0,43306.0,2922.0,1915.0
55,0,310669.0,57869.0,14511.0,907.0,282.0
24,0,297042.0,31531.0,12160.0,303.0,175.0
48,0,131756.0,78366.0,28100.0,1921.0,630.0
26,0,781000.0,39812.0,2928.0,949.0,397.0
39,0,243523.0,15627.0,595.0,227.0,102.0
59,0,805871.0,261881.0,32093.0,5277.0,420.0
11,0,987150.0,551611.0,143679.0,12744.0,3236.0
33,0,409973.0,262151.0,14087.0,526.0,149.0
44,0,18740.0,5748.0,2253.0,47.0,18.0
17,0,801882.0,142928.0,45886.0,3349.0,696.0
30,0,882064.0,156118.0,1215.0,1221.0,6.0
23,0,90819.0,14406.0,9.0,162.0,67.0
50,0,404592.0,69786.0,23326.0,1401.0,78.0
22,0,50322.0,9356.0,3438.0,222.0,17.0
47,0,425664.0,110573.0,31809.0,1020.0,208.0
46,0,921117.0,541785.0,70693.0,10127.0,224.0
37,0,833195.0,285624.0,49710.0,1274.0,173.0
44,0,56272.0,5537.0,1061.0,121.0,49.0
32,0,720997.0,294774.0,55011.0,2615.0,1243.0
36,0,639101.0,107719.0,24197.0,1172.0,651.0
45,0,44181.0,6680.0,2439.0,131.0,1.0
26,0,596602.0,236951.0,77313.0,5075.0,2466.0
23,0,726478.0,425842.0,120457.0,7141.0,4235.0
48,0,366555.0,168197.0,46567.0,511.0,184.0
39,0,818590.0,422624.0,140904.0,1082.0,162.0
58,0,608627.0,218233.0,27149.0,4279.0,2662.0
22,0,811031.0,380979.0,71040.0,6692.0,2129.0
43,0,1663.0,267.0,62.0,4.0,2.0
33,0,576508.0,340788.0,56056.0,3734.0,56.0
29,1,258596.0,82415.0,27224.0,954.0,623.0
41,0,752857.0,471778.0,144459.0,1428.0,807.0
31,0,19578.0,12876.0,102.0,109.0,10.0
46,0,628303.0,22506.0,4143.0,30.0,15.0
44,0,588814.0,177919.0,31535.0,506.0,2.0
37,1,307374.0,70627.0,24478.0,288.0,163.0
42,1,993273.0,294351.0,112538.0,126.0,62.0
32,0,908938.0,441130.0,31292.0,3796.0,518.0
14,0,869876.0,265328.0,29646.0,6576.0,934.0
20,0,781361.0,139021.0,3397.0,1402.0,314.0
8,0,323620.0,37351.0,11757.0,814.0,378.0
40,0,850886.0,470499.0,97733.0,408.0,13.0
22,0,665312.0,391515.0,134941.0,1303.0,293.0
60,0,763618.0,38261.0,13142.0,632.0,267.0
48,0,493621.0,171294.0,63615.0,1280.0,844.0
48,0,863470.0,503602.0,154242.0,6314.0,264.0
38,0,672844.0,6427.0,1829.0,45.0,7.0
54,0,255615.0,85189.0,6514.0,2100.0,296.0
47,1,701289.0,399388.0,12890.0,1665.0,672.0
18,0,577191.0,199118.0,66892.0,185.0,15.0
53,0,602454.0,13586.0,1787.0,317.0,117.0
59,0,992563.0,471740.0,131332.0,1412.0,451.0
43,0,821842.0,178895.0,54181.0,3188.0,1392.0
6,0,599597.0,161990.0,6292.0,1237.0,321.0
26,0,699539.0,137419.0,39932.0,1297.0,243.0
32,0,662214.0,352181.0,31967.0,3636.0,99.0
31,0,505636.0,127869.0,34167.0,2926.0,1147.0
32,0,48665.0,1444.0,337.0,10.0,4.0
31,0,47623.0,27438.0,359.0,173.0,74.0
49,0,40317.0,6596.0,1288.0,162.0,82.0
29,0,659630.0,327869.0,65079.0,6694.0,949.0
22,0,522340.0,275155.0,24386.0,4727.0,2273.0
27,0,438378.0,132330.0,23606.0,2956.0,574.0
52,0,842234.0,138984.0,5207.0,2636.0,1186.0
42,0,696086.0,305999.0,55441.0,2095.0,867.0
57,0,507005.0,59033.0,23033.0,462.0,281.0
58,0,446042.0,263897.0,549.0,1840.0,323.0
29,0,207530.0,118030.0,19227.0,665.0,56.0
42,0,694802.0,164089.0,49403.0,4.0,1.0
36,0,414994.0,147916.0,49173.0,2329.0,183.0
23,0,288845.0,44413.0,3943.0,925.0,278.0
51,0,273592.0,92085.0,9024.0,1770.0,568.0
48,0,77261.0,35898.0,11641.0,519.0,243.0
33,0,609075.0,120997.0,15532.0,2422.0,491.0
48,0,235545.0,77284.0,18825.0,1490.0,703.0
34,0,303370.0,15838.0,5583.0,30.0,10.0
29,0,465853.0,305353.0,65003.0,2275.0,1337.0
31,0,781884.0,183991.0,30688.0,2387.0,470.0
44,0,583881.0,248445.0,53236.0,5679.0,3312.0
57,0,135221.0,27816.0,9319.0,318.0,119.0
29,0,168615.0,56508.0,12119.0,496.0,101.0
42,0,9754.0,4147.0,1392.0,12.0,1.0
50,0,698466.0,122094.0,31430.0,381.0,241.0
11,0,536587.0,146497.0,35984.0,2710.0,668.0
14,1,100861.0,31708.0,6815.0,677.0,8.0
